Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pressure,Temp,DeltaP,AirspeedTemp,Speed,Power,Airspeed
215.543,-5.59,0.29,3.95,0.08,-0.79,-0.04,1013.3,16.4,-41.6,14.4,9.91,0,0.00
215.640,-1.05,-1.55,13.38,-0.35,-0.56,0.01,1013.6,16.4,-43.7,14.4,9.91,0,0.00
215.754,3.24,-0.61,24.36,0.49,0.60,0.11,1013.4,16.5,-44.7,14.4,9.91,0,0.00
215.851,6.22,-0.79,12.14,0.69,1.75,-0.17,1013.4,16.4,-41.6,14.4,9.91,0,0.00
215.948,2.50,0.55,4.76,1.02,1.23,-0.01,1013.6,16.4,-40.5,14.4,9.91,0,0.00
216.045,3.46,0.29,12.96,-0.06,-0.79,-0.02,1013.4,16.4,-40.5,14.4,9.91,0,0.00
216.142,-2.73,-1.48,9.86,-0.65,-0.11,-0.09,1013.8,16.4,-37.4,14.4,9.91,0,0.00
216.257,1.03,-1.35,4.53,-0.36,0.11,0.00,1013.5,16.4,-40.5,14.4,9.91,0,0.00
216.400,-3.72,-0.73,9.35,-0.11,0.60,-0.07,1013.8,16.3,-41.6,14.4,9.36,0,0.00
216.450,-5.53,4.27,3.06,0.41,0.11,-0.24,1013.8,16.4,-38.4,14.4,9.36,0,0.00
216.547,-1.61,0.39,15.24,-0.25,0.68,-0.01,1013.3,16.4,-38.4,14.4,9.36,0,0.00
216.644,1.83,1.44,5.86,0.42,0.36,-0.26,1013.3,16.5,-41.6,14.4,9.36,0,0.00
216.758,-0.57,-1.13,6.14,0.14,0.09,-0.25,1013.6,16.2,-46.8,14.4,9.36,0,0.00
216.855,0.14,-0.79,13.31,-0.13,-0.17,-0.16,1013.3,16.4,-43.7,14.4,9.36,0,0.00
216.952,5.80,-0.66,8.52,-0.60,-0.65,0.01,1013.6,16.4,-41.6,14.4,9.36,0,0.00
217.049,1.36,-0.84,7.40,-0.14,0.14,-0.22,1013.2,16.2,-40.5,14.4,9.36,0,0.00
217.146,3.07,-0.76,8.84,-0.17,-0.16,-0.20,1013.0,16.4,-37.4,14.4,9.36,0,0.00
217.236,3.32,-2.04,9.82,-0.34,-0.05,-0.15,1013.5,16.4,-43.7,14.4,9.36,0,0.00
217.357,2.91,1.85,9.73,-0.49,-0.13,-0.15,1012.8,16.3,-41.6,14.4,9.36,0,0.00
217.464,1.35,1.92,9.93,0.57,-0.16,0.03,1013.3,16.3,-41.6,14.4,8.56,0,0.00
217.538,1.19,1.76,8.33,0.58,-0.20,-0.04,1013.0,16.6,-41.6,14.4,8.56,0,0.00
217.660,3.42,0.52,11.79,0.03,-0.08,-0.03,1013.5,16.5,-40.5,14.4,8.56,0,0.00
217.750,-0.67,1.46,6.66,0.41,0.11,-0.06,1013.5,16.3,-37.4,14.4,8.56,0,0.00
217.847,2.69,1.81,8.89,0.24,-0.02,0.02,1013.8,16.3,-40.5,14.4,8.56,0,0.00
217.944,2.64,0.79,9.71,-0.18,-0.09,0.02,1013.9,16.4,-38.4,14.4,8.56,0,0.00
218.041,1.92,1.50,9.62,-0.03,0.01,-0.01,1013.5,16.4,-41.6,14.4,8.56,0,0.00
218.138,1.08,1.17,10.20,0.07,0.11,-0.06,1013.4,16.4,-41.6,14.4,8.56,0,0.00
218.252,2.26,0.28,10.54,-0.04,0.01,-0.02,1013.1,16.4,-41.6,14.4,8.56,0,0.00
218.349,-0.30,0.35,11.01,-0.05,-0.03,0.04,1013.6,16.2,-41.6,14.4,8.56,0,0.00
218.447,1.90,-0.71,9.72,0.11,0.03,-0.06,1013.4,16.4,-40.5,14.4,8.56,0,0.00
218.612,0.67,1.41,9.23,0.27,0.01,-0.02,1013.8,16.3,-38.4,14.4,8.56,0,0.00
218.637,1.70,0.91,10.41,-0.02,-0.00,0.01,1013.0,16.4,-38.4,14.4,8.56,0,0.00
218.752,0.90,0.67,9.90,-0.06,0.01,0.02,1013.4,16.4,-40.5,14.4,8.56,0,0.00
218.849,1.36,-1.46,8.13,0.45,-0.05,0.08,1013.6,16.2,-41.6,14.4,8.56,0,0.00
218.946,4.40,0.37,10.97,0.34,-0.15,-0.36,1013.3,16.4,-40.5,14.4,8.56,0,0.00
219.043,0.92,0.23,7.05,0.86,-0.10,-0.19,1013.9,16.4,-40.5,14.4,8.56,0,0.00
219.140,1.01,-1.46,8.64,0.24,-0.11,-0.31,1013.3,16.4,-38.4,14.4,8.56,0,0.00
219.254,-0.96,1.95,9.68,0.78,-0.01,-0.04,1013.1,16.5,-43.7,14.4,8.56,0,0.00
219.351,1.20,2.59,9.16,0.17,-0.00,-0.03,1013.4,16.4,-41.6,14.4,8.56,0,0.00
219.449,1.29,1.71,9.45,0.06,0.03,0.09,1013.3,16.4,-40.5,14.4,0.57,0,0.00
219.546,1.81,1.34,9.78,0.08,0.04,0.13,1013.7,16.4,-41.6,14.4,0.57,0,0.00
219.677,1.99,1.93,9.68,0.06,0.02,0.07,1012.9,16.3,-41.6,14.4,0.57,0,0.00
219.743,1.76,1.76,9.76,-0.09,0.01,0.01,1013.5,16.5,-40.5,14.4,0.57,0,0.00
219.841,0.65,1.97,9.58,0.07,0.03,0.11,1013.3,16.2,-41.6,14.4,0.57,0,0.00
219.938,1.58,2.13,9.70,0.08,0.05,0.25,1013.8,16.6,-38.4,14.4,0.57,0,0.00
220.060,1.50,2.76,9.56,0.26,0.07,0.33,1013.3,16.4,-41.6,14.4,0.57,0,0.00
220.157,1.47,1.46,9.73,0.19,0.14,0.42,1013.3,16.3,-41.6,14.4,0.57,0,0.00
220.246,1.74,1.33,9.10,0.18,0.09,0.49,1013.6,16.4,-38.4,14.4,0.57,0,0.00
220.344,2.60,2.66,9.82,0.31,0.10,0.44,1013.6,16.5,-40.5,14.4,0.57,0,0.00
220.441,2.15,1.34,9.05,0.03,0.07,0.31,1013.6,16.3,-40.5,14.4,0.57,0,0.00
220.539,1.83,0.85,9.49,0.23,0.03,0.20,1013.3,16.5,-40.5,14.4,0.57,0,0.00
220.636,1.18,0.96,9.49,0.19,0.04,0.18,1013.5,16.4,-43.7,14.4,0.57,0,0.00
220.747,2.53,2.40,9.65,0.19,0.05,0.19,1013.5,16.4,-40.5,14.4,0.57,0,0.00
220.838,2.70,0.78,9.97,0.11,-0.00,0.04,1013.1,16.3,-41.6,14.4,0.57,0,0.00
220.959,3.92,1.22,9.80,-0.05,-0.09,-0.39,1013.5,16.3,-41.6,14.4,0.57,0,0.00
221.057,0.46,0.83,11.39,-0.08,-0.18,-0.64,1013.4,16.4,-43.7,14.4,0.57,0,0.00
